num_neg,acc_AE,f1_AE,acc_GAE1,f1_GAE1,acc_GAE2,f1_GAE2,acc_GAE3,f1_GAE3,acc_GAE4,f1_GAE4
55,0.8909,0.9423,0.8909,0.9423,0.8,0.8889,0.8,0.8889,0.8909,0.9423
56,0.8929,0.9434,0.8929,0.9434,0.8036,0.8911,0.8036,0.8911,0.8929,0.9434
57,0.8947,0.9444,0.8947,0.9444,0.807,0.8932,0.807,0.8932,0.8947,0.9444
58,0.8966,0.9455,0.8966,0.9455,0.8103,0.8952,0.8103,0.8952,0.8966,0.9455
59,0.8983,0.9464,0.8983,0.9464,0.8136,0.8972,0.8136,0.8972,0.8983,0.9464
60,0.9,0.9474,0.8833,0.9381,0.8167,0.8991,0.8167,0.8991,0.9,0.9474
61,0.9016,0.9483,0.8852,0.9391,0.8197,0.9009,0.8197,0.9009,0.9016,0.9483
62,0.9032,0.9492,0.8871,0.9402,0.8226,0.9027,0.8226,0.9027,0.9032,0.9492
63,0.9048,0.95,0.8889,0.9412,0.8254,0.9043,0.8254,0.9043,0.9048,0.95
64,0.9062,0.9508,0.8906,0.9421,0.8281,0.906,0.8281,0.906,0.9062,0.9508
65,0.9077,0.9516,0.8923,0.9431,0.8308,0.9076,0.8308,0.9076,0.9077,0.9516
66,0.9091,0.9524,0.8939,0.944,0.8182,0.9,0.8182,0.9,0.9091,0.9524
67,0.9104,0.9531,0.8955,0.9449,0.806,0.8926,0.806,0.8926,0.9104,0.9531
68,0.9118,0.9538,0.8971,0.9457,0.8088,0.8943,0.8088,0.8943,0.9118,0.9538
69,0.913,0.9545,0.8986,0.9466,0.8116,0.896,0.8116,0.896,0.913,0.9545
70,0.9143,0.9552,0.9,0.9474,0.8143,0.8976,0.8143,0.8976,0.9,0.9474
71,0.9014,0.9481,0.9014,0.9481,0.8169,0.8992,0.8169,0.8992,0.9014,0.9481
72,0.9028,0.9489,0.9028,0.9489,0.8194,0.9008,0.8194,0.9008,0.9028,0.9489
73,0.9041,0.9496,0.8904,0.942,0.8219,0.9023,0.8219,0.9023,0.9041,0.9496
74,0.9054,0.9504,0.8919,0.9429,0.8243,0.9037,0.8243,0.9037,0.9054,0.9504
75,0.9067,0.951,0.8933,0.9437,0.8267,0.9051,0.8267,0.9051,0.9067,0.951
76,0.9079,0.9517,0.8947,0.9444,0.8289,0.9065,0.8289,0.9065,0.9079,0.9517
77,0.9091,0.9524,0.8961,0.9452,0.8312,0.9078,0.8312,0.9078,0.8961,0.9452
78,0.9103,0.953,0.8974,0.9459,0.8333,0.9091,0.8333,0.9091,0.8974,0.9459
79,0.9114,0.9536,0.8987,0.9467,0.8354,0.9103,0.8354,0.9103,0.8987,0.9467
80,0.9125,0.9542,0.9,0.9474,0.8375,0.9116,0.8375,0.9116,0.8875,0.9404
81,0.9136,0.9548,0.9012,0.9481,0.8395,0.9128,0.8395,0.9128,0.8889,0.9412
82,0.9146,0.9554,0.9024,0.9487,0.8293,0.9067,0.8293,0.9067,0.8902,0.9419
83,0.9157,0.956,0.9036,0.9494,0.8313,0.9079,0.8313,0.9079,0.8916,0.9427
84,0.9048,0.95,0.9048,0.95,0.8333,0.9091,0.8333,0.9091,0.8929,0.9434
85,0.8941,0.9441,0.8941,0.9441,0.8353,0.9103,0.8353,0.9103,0.8941,0.9441
86,0.8953,0.9448,0.8953,0.9448,0.8372,0.9114,0.8372,0.9114,0.8953,0.9448
87,0.8966,0.9455,0.8966,0.9455,0.8391,0.9125,0.8391,0.9125,0.8966,0.9455
88,0.8977,0.9461,0.8864,0.9398,0.8409,0.9136,0.8409,0.9136,0.8977,0.9461
89,0.8989,0.9467,0.8876,0.9405,0.8315,0.908,0.8315,0.908,0.8876,0.9405
90,0.9,0.9474,0.8778,0.9349,0.8333,0.9091,0.8333,0.9091,0.8889,0.9412
91,0.9011,0.948,0.8681,0.9294,0.8352,0.9102,0.8352,0.9102,0.8901,0.9419
92,0.9022,0.9486,0.8696,0.9302,0.837,0.9112,0.837,0.9112,0.8913,0.9425
93,0.9032,0.9492,0.8602,0.9249,0.8387,0.9123,0.8387,0.9123,0.8925,0.9432
94,0.8936,0.9438,0.8617,0.9257,0.8404,0.9133,0.8404,0.9133,0.8936,0.9438
95,0.8947,0.9444,0.8632,0.9266,0.8316,0.908,0.8316,0.908,0.8947,0.9444
96,0.8958,0.9451,0.8646,0.9274,0.8333,0.9091,0.8333,0.9091,0.8958,0.9451
97,0.8969,0.9457,0.8557,0.9222,0.8351,0.9101,0.8351,0.9101,0.8866,0.9399
98,0.8878,0.9405,0.8571,0.9231,0.8367,0.9111,0.8367,0.9111,0.8776,0.9348
99,0.8788,0.9355,0.8586,0.9239,0.8384,0.9121,0.8384,0.9121,0.8788,0.9355
100,0.87,0.9305,0.86,0.9247,0.83,0.9071,0.83,0.9071,0.87,0.9305
101,0.8713,0.9312,0.8614,0.9255,0.8218,0.9022,0.8218,0.9022,0.8614,0.9255
102,0.8725,0.9319,0.8529,0.9206,0.8235,0.9032,0.8235,0.9032,0.8627,0.9263
103,0.8641,0.9271,0.8544,0.9215,0.8252,0.9043,0.8252,0.9043,0.8641,0.9271
104,0.8558,0.9223,0.8558,0.9223,0.8269,0.9053,0.8269,0.9053,0.8558,0.9223
105,0.8571,0.9231,0.8571,0.9231,0.8286,0.9062,0.8286,0.9062,0.8476,0.9175
106,0.8585,0.9239,0.8585,0.9239,0.8302,0.9072,0.8302,0.9072,0.8491,0.9184
107,0.8598,0.9246,0.8598,0.9246,0.8318,0.9082,0.8318,0.9082,0.8505,0.9192
108,0.8611,0.9254,0.8611,0.9254,0.8333,0.9091,0.8333,0.9091,0.8519,0.92
109,0.8624,0.9261,0.8624,0.9261,0.8349,0.91,0.8349,0.91,0.844,0.9154
110,0.8636,0.9268,0.8545,0.9216,0.8364,0.9109,0.8364,0.9109,0.8455,0.9163
111,0.8649,0.9275,0.8559,0.9223,0.8378,0.9118,0.8378,0.9118,0.8468,0.9171
112,0.8571,0.9231,0.8571,0.9231,0.8393,0.9126,0.8393,0.9126,0.8482,0.9179
113,0.8584,0.9238,0.8584,0.9238,0.8407,0.9135,0.8407,0.9135,0.8407,0.9135
114,0.8596,0.9245,0.8596,0.9245,0.8421,0.9143,0.8421,0.9143,0.8421,0.9143
115,0.8609,0.9252,0.8609,0.9252,0.8435,0.9151,0.8435,0.9151,0.8435,0.9151
116,0.8621,0.9259,0.8534,0.9209,0.8448,0.9159,0.8448,0.9159,0.8362,0.9108
117,0.8547,0.9217,0.8462,0.9167,0.8462,0.9167,0.8462,0.9167,0.8376,0.9116
118,0.8559,0.9224,0.8475,0.9174,0.839,0.9124,0.839,0.9124,0.839,0.9124
119,0.8571,0.9231,0.8487,0.9182,0.8403,0.9132,0.8403,0.9132,0.8403,0.9132
120,0.8583,0.9238,0.85,0.9189,0.8417,0.914,0.8417,0.914,0.8417,0.914
121,0.8595,0.9244,0.8512,0.9196,0.843,0.9148,0.843,0.9148,0.8347,0.9099
122,0.8525,0.9204,0.8525,0.9204,0.8443,0.9156,0.8443,0.9156,0.8361,0.9107
123,0.8537,0.9211,0.8455,0.9163,0.8455,0.9163,0.8455,0.9163,0.8374,0.9115
124,0.8548,0.9217,0.8387,0.9123,0.8468,0.917,0.8468,0.917,0.8387,0.9123
125,0.856,0.9224,0.84,0.913,0.848,0.9177,0.848,0.9177,0.84,0.913
126,0.8571,0.9231,0.8413,0.9138,0.8492,0.9185,0.8492,0.9185,0.8413,0.9138
127,0.8583,0.9237,0.8425,0.9145,0.8504,0.9191,0.8504,0.9191,0.8425,0.9145
128,0.8516,0.9198,0.8438,0.9153,0.8516,0.9198,0.8516,0.9198,0.8438,0.9153
129,0.8527,0.9205,0.845,0.916,0.8527,0.9205,0.8527,0.9205,0.845,0.916
130,0.8538,0.9212,0.8462,0.9167,0.8538,0.9212,0.8538,0.9212,0.8462,0.9167
131,0.8473,0.9174,0.8473,0.9174,0.855,0.9218,0.855,0.9218,0.8473,0.9174
132,0.8485,0.918,0.8409,0.9136,0.8561,0.9224,0.8561,0.9224,0.8485,0.918
133,0.8421,0.9143,0.8346,0.9098,0.8571,0.9231,0.8571,0.9231,0.8496,0.9187
134,0.8358,0.9106,0.8284,0.9061,0.8582,0.9237,0.8582,0.9237,0.8433,0.915
135,0.837,0.9113,0.8296,0.9069,0.8593,0.9243,0.8593,0.9243,0.8444,0.9157
136,0.8382,0.912,0.8309,0.9076,0.8603,0.9249,0.8603,0.9249,0.8456,0.9163
137,0.8394,0.9127,0.8321,0.9084,0.854,0.9213,0.854,0.9213,0.8467,0.917
138,0.8406,0.9134,0.8333,0.9091,0.8551,0.9219,0.8551,0.9219,0.8478,0.9176
139,0.8345,0.9098,0.8345,0.9098,0.8561,0.9225,0.8561,0.9225,0.8417,0.9141
140,0.8357,0.9105,0.8357,0.9105,0.8571,0.9231,0.8571,0.9231,0.8429,0.9147
141,0.8369,0.9112,0.8298,0.907,0.8582,0.9237,0.8582,0.9237,0.844,0.9154
142,0.838,0.9119,0.831,0.9077,0.8592,0.9242,0.8592,0.9242,0.8451,0.916
143,0.8392,0.9125,0.8322,0.9084,0.8601,0.9248,0.8601,0.9248,0.8462,0.9167
144,0.8403,0.9132,0.8264,0.9049,0.8542,0.9213,0.8542,0.9213,0.8472,0.9173
145,0.8414,0.9139,0.8276,0.9057,0.8552,0.9219,0.8552,0.9219,0.8483,0.9179
146,0.8356,0.9104,0.8288,0.9064,0.8562,0.9225,0.8562,0.9225,0.8425,0.9145
147,0.8367,0.9111,0.8231,0.903,0.8571,0.9231,0.8571,0.9231,0.8435,0.9151
148,0.8378,0.9118,0.8243,0.9037,0.8514,0.9197,0.8514,0.9197,0.8446,0.9158
149,0.8322,0.9084,0.8255,0.9044,0.8523,0.9203,0.8523,0.9203,0.8389,0.9124
150,0.8333,0.9091,0.8267,0.9051,0.8533,0.9209,0.8533,0.9209,0.84,0.913
151,0.8278,0.9058,0.8278,0.9058,0.8543,0.9214,0.8543,0.9214,0.8411,0.9137
152,0.8289,0.9065,0.8224,0.9025,0.8553,0.922,0.8553,0.922,0.8421,0.9143
153,0.8235,0.9032,0.817,0.8993,0.8562,0.9225,0.8562,0.9225,0.8366,0.911
154,0.8247,0.9039,0.8182,0.9,0.8571,0.9231,0.8571,0.9231,0.8377,0.9117
155,0.8258,0.9046,0.8129,0.8968,0.8581,0.9236,0.8581,0.9236,0.8323,0.9085
156,0.8269,0.9053,0.8077,0.8936,0.859,0.9241,0.859,0.9241,0.8333,0.9091
157,0.828,0.9059,0.8089,0.8944,0.8599,0.9247,0.8599,0.9247,0.8344,0.9097
158,0.8291,0.9066,0.8101,0.8951,0.8608,0.9252,0.8608,0.9252,0.8291,0.9066
159,0.8302,0.9072,0.8113,0.8958,0.8616,0.9257,0.8616,0.9257,0.8239,0.9034
160,0.8312,0.9078,0.8062,0.8927,0.8625,0.9262,0.8625,0.9262,0.8188,0.9003
161,0.8323,0.9085,0.8075,0.8935,0.8634,0.9267,0.8634,0.9267,0.8199,0.901
